material_id,formula,pred_log10_sigma,pred_spread,in_training
mp-567652,Cs2LiYCl6,-6.025773533488637,2.4676366125292764,False
mp-1112998,Cs2LiTmCl6,-6.025780343389197,2.4703467346341434,False
mp-560246,LiUP(H4O5)2,-6.026590946405541,2.387280033768747,False
mp-556066,Sr2LiSiO4F,-6.029798448545034,2.106319953423788,False
mp-29345,LiGaI3,-6.030252883242846,3.1974935811504324,False
mp-1206187,Rb2LiRhCl6,-6.031930324058514,2.2716130070601848,False
mp-1189725,Li2HN,-6.0322518474635105,2.8554149902368486,False
mp-699284,Li2HN,-6.0322518474635105,2.8554149902368486,False
mp-7611,Li2CaGeO4,-6.034278027345685,1.8745028575592333,False
mp-766022,Li4FeNi3(PO4)4,-6.035025120190485,1.8871679945068234,False
mp-757068,Li4CrNi3(PO4)4,-6.035932814702495,1.9025047571543456,False
mp-1019609,Cs2Sr2Li3B3(PO4)6,-6.036057304167185,2.0387809248084428,False
mp-772968,LiTlPHO3,-6.041174913629523,2.4541134341330397,False
mp-754856,Li7Y7ZrS16,-6.0416929125457886,2.3228985825574546,False
mp-1103949,Cs2LiI3,-6.041807639082185,2.499349765447062,False
mp-1194119,Li2Sn(HO)6,-6.0441988397641655,2.0865688367532202,False
mp-1221192,Na4LiNb5O15,-6.044378157685095,1.9783944920199166,False
mp-1113973,Rb2LiSmCl6,-6.0468148884497595,2.3406157747361696,False
mp-1080534,Cs2Li3I5,-6.050774177160035,2.517587311754397,False
mp-608311,Cs2Li3I5,-6.050774177160035,2.517587311754397,False
mp-26005,LiMn6P7O24,-6.053721717121079,1.7712311229455175,False
mp-780778,Li2Mn7(P2O7)4,-6.053933311805466,1.7604648670259504,False
mp-754807,LiFeSbO4,-6.060076227235392,2.0291218391392976,False
mp-774920,LiFeSbO4,-6.060076227235392,2.0291218391392976,False
mp-755501,Li2CoSnO4,-6.064644411931007,1.834324496010208,False
mp-768412,Li2CoSnO4,-6.064644411931007,1.834324496010208,False
mp-1176660,LiMnPCO7,-6.067884196151016,2.8703981463949337,False
mp-540237,Li14Ni9(P2O7)8,-6.069008183388304,1.843772155550044,False
mp-28327,LiGaBr3,-6.069273866289475,3.144388035061896,False
mp-555965,Li2ZnSn3O8,-6.070625356184335,2.006552294437561,False
mp-1181918,Cs3Li2I5,-6.074009750346175,2.5214787553521703,False
mp-8751,RbLiS,-6.074040302680874,2.215582497864077,False
mp-1194700,Li4SnSe4,-6.0747441357186105,0.9783962221259295,True
mp-530738,Li10Mg7Cl24,-6.074828128240037,2.1778615798506937,False
mp-1190087,CsLiI2,-6.075109587521141,2.5157103138045467,False
mp-1177968,Li2FeSnO4,-6.075443701045923,1.8664017352529034,False
mp-642740,CsLi(H2N)2,-6.080093811704395,2.342114238536921,False
mp-541569,Sr2Li3TaN4,-6.080144476968132,2.270821998299427,False
mp-569055,CsLi2I3,-6.081124211103873,2.5357774616688897,False
mp-755701,LiMnSbO4,-6.081525814071711,2.0810002545086337,False
mp-25991,Li2Ni3(P2O7)2,-6.081647027223308,1.9130092086427748,False
mp-770997,Li2HfO3,-6.084408444361791,2.1720712755376987,False
mp-755352,Li2HfO3,-6.084408444361791,2.1720712755376987,False
mp-2724101,Li2HfO3,-6.084408444361791,2.1720712755376987,False
mp-1019794,K3LiP2O7,-6.087122957610062,2.1884994197290566,False
mp-1101513,LiV4P7O24,-6.089098307179203,1.677597191810839,False
mp-6499,BaLiBO3,-6.089239165856336,2.0617101351754687,False
mp-643276,LiMg2H7Ru,-6.091796213977378,2.09958188193694,False
mp-1184020,CsLi3I4,-6.093927580617198,2.5489022708438025,False
mp-6565,Li3Sc2(PO4)3,-6.093930856595634,3.1529686526995464,False
mp-774742,Li3Sc2(PO4)3,-6.093930856595634,3.1529686526995464,False
mp-644092,Na2LiAlH6,-6.093936132043793,2.167835554667693,False
mp-24413,Na2LiAlH6,-6.093936132043793,2.167835554667693,False
mp-1222468,LiMoP2WO11,-6.094598250966971,1.7946626599106332,False
mp-555140,Cs2Li3GaO4,-6.099148338592072,2.2101731137056566,False
mp-781789,Li4NbIn3(PO4)6,-6.103046822484859,1.5139109322276534,False
mp-769018,LiFe2(SO4)3,-6.105712706486284,2.0419439814756135,False
mp-558219,SrLi(BS2)3,-6.106627700824755,2.0791076590863535,False
mp-1211020,LiGa(PO3)4,-6.106930360138679,2.2053395878312934,False
mp-25987,LiMo(PO3)4,-6.110484796764204,2.1514968459884036,False
mp-26131,LiMo(PO3)4,-6.110484796764204,2.1514968459884036,False
mp-8181,Li2CeN2,-6.1120650070052305,2.2871343981218657,False
mp-559238,CsLi2BS3,-6.115633032896844,2.252337315754366,False
mp-571132,LiMg10AlH24,-6.116187368491282,2.188901669555942,False
mp-18704,CsLiBeF4,-6.1203829433406325,2.0664400223395756,False
mp-41701,LiCo2P4H3O14,-6.12470801761323,2.9490217683748847,False
mp-26439,Li3Mo2(PO4)3,-6.126778832856941,1.6821395369337953,False
mp-32107,Li3Mo2(PO4)3,-6.126778832856941,1.6821395369337953,False
mp-27003,Li3Mo2(PO4)3,-6.126778832856941,1.6821395369337953,False
mp-26085,Li3Mo2(PO4)3,-6.126778832856941,1.6821395369337953,False
mp-781683,LiFeP2HO7,-6.127620872327812,2.8575849274833454,False
mp-26313,Li4Ni5(P3O11)2,-6.127898021135867,1.8703522650262125,False
mp-7593,RbLiF2,-6.129561982593452,2.2510407455211436,False
mp-555958,Ba2Li3(PO3)7,-6.130991063106772,2.0580498759621966,False
mp-10556,Sr2LiReN4,-6.1328664285281365,3.123118100226091,False
mp-28545,RbLiO,-6.134723482522286,2.2790121929018574,False
mp-19445,LiLa4NiO8,-6.135332487270236,2.1230211659060987,False
mp-766540,Li4TiS4,-6.136229028761639,1.9346627148494726,False
mp-861182,Li4TiS4,-6.136229028761639,1.9346627148494726,False
mp-756675,Li5Fe3(SnO5)2,-6.137733464142725,1.919181909096067,False
mp-775172,Li5Sc2Fe3(SiO3)10,-6.141427319325954,2.48996496362193,False
mp-1113980,Rb2LiDyCl6,-6.1433687797064245,2.276464876941594,False
mp-8449,Rb2Li2SiO4,-6.145858429545792,2.3097269832887974,False
mp-554203,Li4Ga3Si3ClO12,-6.14896397540857,2.226272610008918,False
mp-1097038,LiAl2H6BrO6,-6.153910198186092,2.2082843314200757,False
mp-1196171,LiScH2Se2O7,-6.155506557946452,2.1595763342085252,False
mp-8313,Cs2Li2GeO4,-6.161410977023595,2.279838779196931,False
mp-560667,CsLi(PO3)2,-6.1623609897273806,2.206288176068427,False
mp-6175,BaLi2P2O7,-6.16249598247311,2.118584707793989,False
mp-756192,Li2ZnFe(PO4)2,-6.16271501787085,1.924587474452899,False
mp-25423,LiVPO4F,-6.163661550417164,1.1374034537029962,True
mp-559680,LiV(GeO3)2,-6.164298092868145,2.0909993014503465,False
mp-554003,Sr4Li(BO3)3,-6.16592032104618,2.142899191627947,False
mp-1208625,SrLiVF6,-6.1705115817464895,2.219779636735909,False
mp-760375,Li3VS4,-6.170596372395634,1.9700126750925195,False
mp-557892,BaLi(BS2)3,-6.171148877518369,2.08220482465039,False
mp-707956,KLi7(H2N)8,-6.172103409072292,2.7945228956792376,False
mp-557632,K2LiBO3,-6.172142723454901,2.3793806645698097,False
mp-709885,Rb4LiH3(SO4)4,-6.172554543486588,2.303278137387958,False
mp-709066,Rb4LiH3(SO4)4,-6.172554543486588,2.303278137387958,False
mp-1198331,Rb4LiH3(SO4)4,-6.172554543486588,2.303278137387958,False
mp-531376,Li4Mn3Cl10,-6.172740423661057,1.965113513809607,False
mp-766088,LiCr3Ni(SO4)6,-6.17454029563658,2.3533427095450774,False
mp-27968,Li6Ge2O7,-6.174765885190717,1.459175552655449,True
mp-1203622,Li2TeMoO6,-6.1758484768322335,1.9043995239132268,False
mp-1013898,LiMo3P3O13,-6.177972400342473,1.8819480277860858,False
mp-753190,Li2P2WO8,-6.179546659626748,1.6443817730119556,False
mp-28243,RbLiCl2,-6.179866741740688,2.248969238512768,False
mp-1223017,Li2TiCr(PO4)3,-6.183163919601086,0.9111979016131752,True
mp-705887,Li2TiCr(PO4)3,-6.183163919601086,0.9111979016131752,True
mp-559938,LiV3(TeO6)2,-6.185326677365402,1.982055681586874,False
mp-607931,Cs3NaLi2(BO3)2,-6.18635535876418,2.3794977453787247,False
mp-557652,Li3Mo3P3O17,-6.18648209318148,1.9107553600871772,False
mp-6663,NaLiGe4O9,-6.1880374362299975,1.9646079634595974,False
mp-1177895,Li2MnV(PO4)3,-6.188047499661112,1.217137835717668,False
mp-779088,Li2MnV(PO4)3,-6.188047499661112,1.217137835717668,False
mp-768548,Li2MnV(PO4)3,-6.188047499661112,1.217137835717668,False
mp-768547,Li2MnV(PO4)3,-6.188047499661112,1.217137835717668,False
mp-29410,Li2B2S5,-6.189971469577729,2.015379930358847,False
mp-1188392,LiInS2,-6.189991207870256,3.3397070339925694,False
mp-1020059,LiGe2N3,-6.191426053304381,2.2464121875858867,False
mp-769575,Li6Co5(P2O7)4,-6.19158598401113,1.6987785371560735,False
mp-1205808,Rb2LiYbCl6,-6.191701929838825,2.463915132013135,False
mp-759783,Li2VCrP2(O4F)2,-6.192409267778681,1.198670333090412,False
mp-759082,Li2VCrP2(O4F)2,-6.192409267778681,1.198670333090412,False
mp-753686,Li2VCrP2(O4F)2,-6.192409267778681,1.198670333090412,False
mp-760143,Li2VCrP2(O4F)2,-6.192409267778681,1.198670333090412,False
mp-760236,Li2VCrP2(O4F)2,-6.192409267778681,1.198670333090412,False
mp-861714,Li2VCrP2(O4F)2,-6.192409267778681,1.198670333090412,False
mp-1199446,RbLiSO4,-6.192663282365244,2.279354475775076,False
mp-1202217,RbLiSO4,-6.192663282365244,2.279354475775076,False
mp-6211,RbLiSO4,-6.192663282365244,2.279354475775076,False
mp-26271,Li2Sn(PO3)4,-6.198888236626456,2.3086123783167802,False
mp-756198,Li14Mn2S9,-6.2007694354132825,2.181271565160865,False
mp-10555,Ba2LiReN4,-6.201324169270017,3.1377979834166463,False
mp-1019547,BaLi2Mg(PO4)2,-6.202610272087957,2.0456423532981987,False
mp-559277,SrLiFeF6,-6.204670906852394,2.1852652398339214,False
mp-1211094,LiCaVF6,-6.20556127736466,2.2386054439952763,False
mp-10250,BaLiF3,-6.206158204108187,2.1869641720975967,False
mp-555082,CsLi5(BO3)2,-6.206884348493062,2.3611781949340576,False
mp-1218231,SrLiY2(BO3)3,-6.213142199230483,2.4715413584260952,False
mp-778815,Li2CoP2O7,-6.213204770070543,2.207237851693696,False
mp-540257,Li2CoP2O7,-6.213204770070543,2.207237851693696,False
mp-1575669,Li2CoP2O7,-6.213204770070543,2.207237851693696,False
mp-26089,Li2CoP2O7,-6.213204770070543,2.207237851693696,False
mp-1113974,Rb2LiTbCl6,-6.21488076765059,2.225556367044831,False
mp-26065,LiMn6PO12,-6.218949862484459,2.043481324970721,False
mp-26165,Li2Ni(PO3)4,-6.2206240921851,3.030238177185717,False
mp-26195,Li2Ni(PO3)4,-6.2206240921851,3.030238177185717,False
mp-1177997,Li2Fe3BiO8,-6.220907427717716,2.4231904803176105,False
mp-568385,SrLiGaN2,-6.221561907051451,2.245320079247131,False
mp-556157,LiTl3(MoO4)2,-6.223298753508909,2.398537591375829,False
mp-1112671,Cs2LiSmCl6,-6.224476121744717,2.3693643652605183,False
mp-850751,LiVP2(HO4)2,-6.225800759965508,3.027314474799821,False
mp-753087,LiVP2(HO4)2,-6.225800759965508,3.027314474799821,False
mp-752611,LiNbTe2WO12,-6.227787123549638,1.9771206565092978,False
mp-1222820,Li2MgGeO4,-6.230160370585628,1.944225044749806,False
mp-769549,LiZnCr3(SO4)6,-6.230974561385995,2.4292633378238677,False
mp-17854,LiInGeO4,-6.231487262017776,2.076378132783709,False
mp-574653,Cs2LiIr(CN)6,-6.2346748642993735,2.2469711560517864,False
mp-21270,LiFe(GeO3)2,-6.236167346177259,2.078314374068763,False
mp-1193498,LiMgAlH6,-6.240128059451129,2.3105294961351657,False
mp-1200910,Li7H5N4,-6.240641314186618,2.9158841780759834,False
mp-559706,Li3Gd(BO3)2,-6.243773849428073,2.435105347324909,False
mp-573677,Ba2Li3TaN4,-6.244500075978941,2.2643381006056655,False
mp-1012668,LiMo2P2O9,-6.249198968581837,1.9349128479219884,False
mp-23818,BaLiH3,-6.250961899479312,2.2448416090359893,False
mp-1201065,Li15H9N8,-6.252644097662541,2.9545831611988187,False
mp-768590,Li2Ni2(SO4)3,-6.2547068820230205,2.176785258771148,False
mp-1019607,Cs2Li5(BO2)7,-6.256562404924136,2.3375628271952875,False
mp-849317,Li2V2(PO4)3,-6.258428498462754,1.2982704982538444,False
mp-758511,Li2V2(PO4)3,-6.258428498462754,1.2982704982538444,False
mp-1177831,Li2V2(PO4)3,-6.258428498462754,1.2982704982538444,False
mp-758098,LiP3(WO6)2,-6.258680868120256,1.316228477863401,False
mp-757951,LiP3(WO6)2,-6.258680868120256,1.316228477863401,False
mp-758394,LiP3(WO6)2,-6.258680868120256,1.316228477863401,False
mp-22983,LiAlCl4,-6.260029316950738,1.6696551989160846,True
mp-1208633,SrLiPO4,-6.260705221345848,2.10822321993072,False
mp-1208634,SrLiCrF6,-6.261338595622829,2.168735194742745,False
mp-560518,RbLi2Be2F7,-6.261410545632551,2.2389141673109547,False
mp-556472,LiYF4,-6.262675008795831,2.1644828953424518,False
mp-3700,LiYF4,-6.262675008795831,2.1644828953424518,False
mp-3941,LiYF4,-6.262675008795831,2.1644828953424518,False
mp-1222529,Li4GeS4,-6.262878302541312,1.2199520926656986,True
mp-30249,Li4GeS4,-6.262878302541312,1.2199520926656986,True
mp-556792,LiCaCrF6,-6.263632396847137,2.1914817885949445,False
mp-557962,SrLiBS3,-6.264024327790335,1.9953639979808597,False
mp-604147,Na2Li(H2N)3,-6.264131994579744,2.810860899473693,False
mp-18722,Cs2LiMnO4,-6.265061656206635,2.186074584415427,False
mp-556902,KLi4NbO5,-6.26535459952098,2.2377539797541592,False
mp-780694,Li2Mn(PO3)4,-6.268553933165983,3.38649573914368,False
mp-26095,Li2Mn(PO3)4,-6.268553933165983,3.38649573914368,False
mp-7971,Ba4Li(SbO4)3,-6.269178312762796,1.9826579777939524,False
mp-1190687,CsLi2Cl3,-6.272386600959808,2.2809369759156057,False
mp-569117,CsLi2Cl3,-6.272386600959808,2.2809369759156057,False
mp-13182,Li2TiGeO5,-6.275083633688386,2.2074431506205716,False
mp-1211183,LiTm6B3O14,-6.275478610841793,2.1583195437198244,False
mp-754534,Li2CeO3,-6.276915547797951,2.265476422799963,False
mp-14827,Li7NbN4,-6.277006836042372,2.7906211481080483,False
mp-779070,Li2NiP2O7,-6.278923785982096,2.299258383534538,False
mp-584012,Li2NiP2O7,-6.278923785982096,2.299258383534538,False
mp-32383,Li2NiP2O7,-6.278923785982096,2.299258383534538,False
mp-1111835,Cs2LiSbBr6,-6.280060705369931,2.396322057258522,False
mp-1111865,Cs2LiBiBr6,-6.280883615543204,2.408126696482856,False
mp-16577,Li2CaHfF8,-6.282403174633238,2.2260352398227474,False
mp-1113018,Cs2LiDyCl6,-6.284866462917242,2.30622556071774,False
mp-1202424,Li5La5(SiN3)4,-6.285289846211906,2.341151065603475,False
mp-541190,Cs2LiVO4,-6.292052704129594,2.4002095339685745,False
mp-756755,Li3Nb3TeO12,-6.295171259055664,1.9225316145441584,False
mp-754751,Li3Nb3TeO12,-6.295171259055664,1.9225316145441584,False
mp-1228258,Ba5Li2(TeO5)3,-6.296696128783469,2.124258195720298,False
mp-778578,Li2Co2(SO4)3,-6.2985305836750545,2.19038169908229,False
mp-26101,Li3V3(PO4)4,-6.299398656560301,1.4281646903418703,False
mp-32528,Li3V3(PO4)4,-6.299398656560301,1.4281646903418703,False
mp-28237,RbLiBr2,-6.30019938563397,2.453179294270213,False
mp-1227900,BaLiMg2AlSi3(O5F)2,-6.3013263832125945,2.285216347322104,False
mp-542219,Li2ZrF6,-6.305072095008364,2.209978283300897,False
mp-4002,Li2ZrF6,-6.305072095008364,2.209978283300897,False
mp-1111926,K2LiIrF6,-6.3058472910904415,2.2570043749055198,False
mp-1193954,LiH6IO7,-6.3058868731681805,2.3106566435281852,False
mp-1113736,Rb2LiCoF6,-6.3066135199987885,2.0500687401407296,False
mp-18422,RbLiZn2O3,-6.307736378642024,2.145892876014842,False
mp-17685,Li3GaGeO5,-6.309786838148419,2.1724413587811426,False
mp-554101,LiIn(MoO4)2,-6.310687268712619,2.270765638120447,False
mp-20105,LiIn(MoO4)2,-6.310687268712619,2.270765638120447,False
mp-1222778,Li2Ti(IO3)6,-6.311328022194386,2.0048012483436186,False
mp-1188344,CsLiCl2,-6.313014813098148,2.3176039153213854,False
mp-23364,CsLiCl2,-6.313014813098148,2.3176039153213854,False
mp-1193122,Li3V(H6O5)2,-6.314473020624304,2.8174528909208783,False
mp-1001786,LiScS2,-6.316193641875636,2.2210481520321212,False
mp-26359,Li2Co(PO3)4,-6.316284277845135,2.997047519997197,False
mp-705277,Li2Co(PO3)4,-6.316284277845135,2.997047519997197,False
mp-2763849,Cs3Li2Br5,-6.320879033275928,2.458976491528537,False
mp-1080005,Cs3Li2Br5,-6.320879033275928,2.458976491528537,False
mp-6224,LiScSiO4,-6.3217947156208965,2.938856268557899,False
mp-9723,Sr4Li(BN2)3,-6.322058007848809,2.1737365530308854,False
mp-767467,Li7Y7Zr9S32,-6.325348774693002,2.4013987984291,False
mp-532590,LiMgCr7(SO4)12,-6.3265461659695506,2.3795946574526403,False
mp-1113707,Rb2LiRhF6,-6.328880790526472,2.2280437379521385,False
mp-756490,Li6MnS4,-6.329718844285014,2.083795702314334,False
mp-1101935,Li4Mg(HN)3,-6.331283689428536,2.9270395567188707,False
mp-762240,K2Li2TiO4,-6.332584047654138,2.2656724776135455,False
mp-1095674,Cs2LiBr3,-6.335721870440098,2.453470799743238,False
mp-776484,Li6Sn3P8O29,-6.335932727287718,2.27713014267051,False
mp-1197966,KLi(BH4)2,-6.339003480268537,2.694019058573278,False
mp-769032,Li3NbS4,-6.339845673168189,2.03903993492411,False
mp-755309,Li3NbS4,-6.339845673168189,2.03903993492411,False
mp-1177695,Li3CuS2,-6.340101149435236,2.1670242031223,False
mp-766506,Li3CuS2,-6.340101149435236,2.1670242031223,False
mp-1189006,KLiMn2(SiO3)4,-6.346538594776562,2.224790239648962,False
mp-752922,Li8HfO6,-6.34753368374935,2.3069162743060923,False
mp-1203476,Na2LiV5H18O23,-6.348499959045319,2.4741141168311365,False
mp-1113081,Cs2LiScF6,-6.34953997621967,2.3831154170458375,False
mp-9915,LiBeP,-6.349966644536155,3.339357042172796,False
mp-28341,LiGaCl4,-6.351572225531635,2.6341351388521184,False
mp-1112681,Cs2LiLaCl6,-6.352001618103415,2.4856012075131413,False
mp-504948,LiScGeO4,-6.354653547956627,2.068090029830123,False
mp-567658,Ba2Li3NbN4,-6.354713004542178,2.265665111267688,False
mp-1207120,Ba2LiIO6,-6.355555092001217,2.126396939256708,False
mp-12829,LiCaGaF6,-6.356817445427689,2.33739614685442,False
mp-1110899,K2LiSbBr6,-6.357894165530516,2.5823797228553187,False
mp-1112669,Cs2LiTbCl6,-6.359458088812439,2.252606292965504,False
mp-849240,Li2Fe3P4(HO4)4,-6.360526665046528,2.9323259477612806,False
mp-6665,Ba4LiW2N7,-6.3638651693990305,3.202866132492686,False
mp-558555,LiFe(SeO3)2,-6.363995111466609,2.0527440490344575,False
mp-769597,Li2CoGe3O8,-6.36520661218241,2.1283051274198326,False
mp-1222914,LiB(H8O5)2,-6.3662647025070145,2.3576702353897745,False
mp-561474,K3LiSiO4,-6.367966821124064,2.394907986573723,False
mp-778877,Li5InO4,-6.3697730998074364,2.3098452450949476,False
mp-641919,KLi3Ca7Ti2Si12(O18F)2,-6.373240214405997,2.393536471569679,False
mp-23057,CsLiBr2,-6.3735228103812265,2.4880231954090157,False
mp-1020620,Rb5Li6(BO2)11,-6.37404799563362,2.3617817719247154,False
mp-21549,LiCr(GeO3)2,-6.374667434952483,2.016111741459929,False
mp-765988,LiVFeP2(HO5)2,-6.374776585251979,2.7350134433112525,False
mp-752431,LiVPO4,-6.38060762661396,2.251933255099815,False
mp-26127,LiVPO4,-6.38060762661396,2.251933255099815,False
mp-25422,LiVPO4,-6.38060762661396,2.251933255099815,False
mp-757319,LiVPO4,-6.38060762661396,2.251933255099815,False
mp-765022,LiVPO4,-6.38060762661396,2.251933255099815,False
mp-1197500,Ba3Li2B10(H3O11)2,-6.381326589593109,2.240734026620778,False
mp-571409,Cs2Li3Br5,-6.381374442323962,2.4821723505939475,False
mp-1223201,LiCr4(PO4)3,-6.3837609398085196,1.9775700592958811,False
mp-26967,LiCr4(PO4)3,-6.3837609398085196,1.9775700592958811,False
mp-15066,LiTmSiO4,-6.383859721679941,2.0439666699662227,False
mp-2033990,CsLi2Br3,-6.386343054914427,2.4857078510878403,False
mp-606680,CsLi2Br3,-6.386343054914427,2.4857078510878403,False
mp-27017,LiSnPO4,-6.38915890997833,2.3072447909072884,False
mp-26299,LiSnPO4,-6.38915890997833,2.3072447909072884,False
mp-570935,LiI,-6.391402924967521,2.5036336987256202,False
mp-1210931,LiFeCl4,-6.391680705159353,2.1717169706893538,False
mp-6591,SrLiAlF6,-6.39247235299016,2.16450096553463,False
mp-1195827,SrLiAlF6,-6.39247235299016,2.16450096553463,False
mp-558897,LiMgIn(MoO4)3,-6.396323010519414,2.301164214861062,False
mp-1199637,Sr8Li2B22H2O43,-6.3981896465183485,2.495482700227509,False
mp-759300,Li7V7P6(O8F)3,-6.399159604030823,2.2402413396535787,False
mp-1210819,LiMg2H7Os,-6.399473806623071,2.1659954047943617,False
mp-6456,LiNbGeO5,-6.401036543714588,1.8866192202813652,False
mp-887746,LiFe(Se2O5)2,-6.401382219581572,1.824133482625115,False
mp-21650,Li2NiGe3O8,-6.402345141168172,2.1334914021996885,False
mp-1111839,Cs2LiPrBr6,-6.403114201051454,2.1555061328020644,False
mp-8491,LiInP2O7,-6.405160738625074,2.1526786917809813,False
mp-755468,LiMnP2(HO4)2,-6.405282460158171,3.047755822590703,False
mp-759891,LiVCrP2(HO5)2,-6.4055115409294965,2.76829887748113,False
mp-759865,LiVCrP2(HO5)2,-6.4055115409294965,2.76829887748113,False
mp-760186,LiVCrP2(HO5)2,-6.4055115409294965,2.76829887748113,False
mp-759864,LiVCrP2(HO5)2,-6.4055115409294965,2.76829887748113,False
mp-765311,LiVCrP2(HO5)2,-6.4055115409294965,2.76829887748113,False
mp-759502,LiVCrP2(HO5)2,-6.4055115409294965,2.76829887748113,False
mp-759013,LiVCrP2(HO5)2,-6.4055115409294965,2.76829887748113,False
mp-768820,Li3Bi(BO3)2,-6.4083414923844435,2.248789763525378,False
mp-1111845,Cs2LiNdBr6,-6.4088205343656055,2.1788239447142157,False
mp-1113979,Rb2LiGdCl6,-6.410090015334158,2.251500200237444,False
mp-1195001,Na5Li(Mo3O10)3,-6.4111411965274945,2.0316130600298847,False
mp-8611,Li8CeO6,-6.4121669636229175,2.5729058466323913,False
mp-1194722,KLiTmF5,-6.4125912205574895,2.1859182077180357,False
mp-6373,Li3Fe2(PO4)3,-6.415499297904992,1.392779746696939,False
mp-759282,Li3Fe2(PO4)3,-6.415499297904992,1.392779746696939,False
mp-25993,Li3Fe2(PO4)3,-6.415499297904992,1.392779746696939,False
mp-19430,Li3Fe2(PO4)3,-6.415499297904992,1.392779746696939,False
mp-849395,Li3Fe2(PO4)3,-6.415499297904992,1.392779746696939,False
mp-26069,Li3Fe2(PO4)3,-6.415499297904992,1.392779746696939,False
mp-26239,LiMoP2O7,-6.416807250415414,1.8067743048569271,False
mp-18987,LiMoP2O7,-6.416807250415414,1.8067743048569271,False
mp-26443,LiMoP2O7,-6.416807250415414,1.8067743048569271,False
mp-26323,LiMoP2O7,-6.416807250415414,1.8067743048569271,False
mp-1101506,LiMoP2O7,-6.416807250415414,1.8067743048569271,False
mp-23797,LiH6ClO7,-6.421167759629218,2.6413525464364036,False
mp-756320,Li3Fe4SbO8,-6.425108590066559,2.2861168064318047,False
mp-504854,Na2Li3CoO4,-6.427725088576028,2.4434336716903764,False
mp-776590,Li9P8W3O29,-6.429520525654114,1.758969341406752,False
mp-756117,Li2TiTeO6,-6.431343523503291,1.977377063889175,False
mp-556301,Li6CaCeO6,-6.43238820510938,2.38242996627846,False
mp-1111841,Cs2LiNdCl6,-6.433521947512244,2.381498588130241,False
mp-3647,LiGaS2,-6.4336316365469415,3.2478450087677975,False
mp-26963,LiVPO5,-6.435011586090741,1.3554784556861024,False
mp-26091,LiVPO5,-6.435011586090741,1.3554784556861024,False
mp-504845,NaLiMo(H2O3)2,-6.435958427453338,2.215741694425481,False
mp-1195085,K2LiC3(SN)3,-6.437632198538459,2.2184206365996646,False
mp-1019615,Cs3Li4(BO2)7,-6.439513315061731,2.4057656822660873,False
mp-966802,Cs2Li3(BO2)5,-6.44011129614681,2.411685769276295,False
mp-1111836,Cs2LiPrCl6,-6.440398231405938,2.3814018038789495,False
mp-1223569,Li4Zr8V3(P3O16)3,-6.441816689675991,1.8223327972665733,False
mp-31969,Li3Mn2(PO4)3,-6.4463745929613605,1.4353095275034793,False
mp-26039,Li3Mn2(PO4)3,-6.4463745929613605,1.4353095275034793,False
mp-26367,Li3Mn2(PO4)3,-6.4463745929613605,1.4353095275034793,False
mp-40575,LiNi2P4H3O14,-6.446415370114865,2.8517627677559743,False
mp-504358,LiCr6P7O24,-6.448587524260729,2.149827981378859,False
mp-756935,Li3SbO3,-6.452478507156293,2.1048661478311104,False
mp-680450,K2LiSn4,-6.453041110054776,3.137128522231595,False
mp-1202461,LiCa2Mn2Si5HO15,-6.453236494095571,2.2969404985471042,False
mp-1104857,Sr3Li4(SiN3)2,-6.455387016843478,2.258651135003337,False
mp-505381,NaLi3(H2N)4,-6.455704844902669,2.8087261908703525,False
mp-1200250,NaLiNiPO4F,-6.456338279135028,2.0034831111388316,False
mp-1111665,K2LiRhF6,-6.457121449302984,2.076782410980654,False
mp-1223469,KLiZn3O4,-6.459962967187082,2.1497022587446195,False
mp-766132,Li2ZrFe(PO4)3,-6.4604635290117285,0.8838859207778041,True
mp-1221130,NaLi4(H2N)5,-6.462117713259871,2.813072551866779,False
mp-1221143,NaLi4(H2N)5,-6.462117713259871,2.813072551866779,False
mp-756308,Li4Ti3Fe3(SnO8)2,-6.463801500255517,2.1349811270112897,False
mp-1199747,Li2MgB4(H17N3)2,-6.467548306284428,2.9988591570701306,False
mp-6527,Na3Li3In2F12,-6.470680776823027,2.7764201675381335,False
mp-1111150,K2LiCoF6,-6.4741393809917165,2.089811071244754,False
mp-1113008,Cs2LiPrI6,-6.474608978880138,2.1964844896625153,False
mp-1222578,LiSc(BH4)4,-6.474765963319716,2.7692981557533507,False
mp-676483,NaLiZnP2O7,-6.475505959010311,2.374062250020951,False
mp-1222518,LiTeH5O6,-6.475649325878593,2.261359942467638,False
mp-1192726,NaLiSi2H4O7,-6.476649169694756,2.4773773169416016,False
mp-26009,LiMo2P2O11,-6.476650061343897,1.9541001402739524,False
mp-14854,Sr2LiIn(B2O5)2,-6.481972318428664,2.5053260231942227,False
mp-1211093,LiCaFeF6,-6.483078169541337,2.239351209975095,False
mp-1198271,Li2PH3O4,-6.483954579609666,2.7811161860670492,False
mp-1222575,Li4ScIn3(SiO3)8,-6.485454874281859,1.982072297923783,False
mp-1106183,LiAlS2,-6.489359062258038,2.215127807836072,False
mp-1178101,Li10Sc9Fe(SiO3)20,-6.4900912579261245,3.2915095325023764,False
mp-1111851,Cs2LiBiCl6,-6.4912837593109805,2.2950391697874393,False
mp-740717,LiH4SNO4,-6.492326508730244,2.5583512724729873,False
mp-1194832,LiH4SNO4,-6.492326508730244,2.5583512724729873,False
